Trials,Size Response (bytes),Time,Average Latency (ms),Num Packets Transferred
100,0,301,3.01,0
100,100000,4016.60000000149,40.166000000014904,1.6276041666666667
100,200000,6929.89999999851,69.2989999999851,3.2552083333333335
100,300000,9941.60000000149,99.4160000000149,4.8828125
100,400000,14617.199999999255,146.17199999999255,6.510416666666667
200,0,3930.39999999851,19.65199999999255,0
200,100000,8235.699999999255,41.178499999996276,1.6276041666666667
200,200000,14794.199999999255,73.97099999999628,3.2552083333333335
200,300000,22118.60000000149,110.59300000000745,4.8828125
200,400000,32051,160.255,6.510416666666667
300,0,1387.199999999255,4.623999999997516,0
300,100000,11580.900000002235,38.60300000000745,1.6276041666666667
300,200000,21790.400000002235,72.63466666667412,3.2552083333333335
300,300000,34939.199999999255,116.46399999999751,4.8828125
300,400000,43257.300000000745,144.19100000000248,6.510416666666667
400,0,4739.599999997765,11.848999999994412,0
400,100000,15411.699999999255,38.529249999998136,1.6276041666666667
400,200000,28592.199999999255,71.48049999999813,3.2552083333333335
400,300000,47148.699999999255,117.87174999999814,4.8828125
400,400000,60839.699999999255,152.09924999999814,6.510416666666667
500,0,3929.39999999851,7.85879999999702,0
500,100000,19201.60000000149,38.40320000000298,1.6276041666666667
500,200000,35717.89999999851,71.43579999999702,3.2552083333333335
500,300000,57047,114.094,4.8828125
500,400000,75559.29999999702,151.11859999999405,6.510416666666667
600,0,3526.900000002235,5.878166666670392,0
600,100000,23405.699999999255,39.00949999999876,1.6276041666666667
600,200000,45153.39999999851,75.25566666666418,3.2552083333333335
600,300000,67516.39999999851,112.52733333333084,4.8828125
600,400000,90578,150.96333333333334,6.510416666666667
700,0,4197.39999999851,5.9962857142835855,0
700,100000,28135.70000000298,40.1938571428614,1.6276041666666667
700,200000,53601.300000000745,76.57328571428678,3.2552083333333335
700,300000,78416.10000000149,112.02300000000213,4.8828125
700,400000,104120.40000000224,148.74342857143176,6.510416666666667
800,0,6097.29999999702,7.621624999996275,0
800,100000,33432.29999999702,41.790374999996274,1.6276041666666667
800,200000,61662.5,77.078125,3.2552083333333335
800,300000,90697.30000000075,113.37162500000093,4.8828125
800,400000,122654.70000000298,153.31837500000373,6.510416666666667
900,0,5627.20000000298,6.252444444447756,0
900,100000,36067.300000000745,40.07477777777861,1.6276041666666667
900,200000,67189.40000000224,74.65488888889138,3.2552083333333335
900,300000,103908.60000000149,115.45400000000166,4.8828125
900,400000,134809.29999999702,149.7881111111078,6.510416666666667
1000,0,5208.300000000745,5.208300000000745,0
1000,100000,40648.800000000745,40.64880000000075,1.6276041666666667
1000,200000,77836,77.836,3.2552083333333335
1000,300000,117178.90000000224,117.17890000000223,4.8828125
1000,400000,151959.80000000075,151.95980000000074,6.510416666666667
