Size (bytes),Size (readable),Time (ms),mb/s
0,NaN undefined,152.60,0
0,NaN undefined,40.20,0
0,NaN undefined,7.80,0
0,NaN undefined,11.90,0
0,NaN undefined,9.70,0
50000,48.83 KB,66.10,0.7564296520426265
50000,48.83 KB,19.30,2.5906735751310963
50000,48.83 KB,1045.00,0.04784688995215311
50000,48.83 KB,512.80,0.09750390015599739
50000,48.83 KB,199.60,0.25050100200403724
100000,97.66 KB,1049.90,0.09524716639680286
100000,97.66 KB,571.60,0.17494751574528355
100000,97.66 KB,249.80,0.40032025620488937
100000,97.66 KB,147.10,0.6798096532971845
100000,97.66 KB,29.10,3.4364261168343635
150000,146.48 KB,39.10,3.8363171355464454
150000,146.48 KB,39.10,3.8363171355464454
150000,146.48 KB,39.40,3.807106598982522
150000,146.48 KB,57.90,2.5906735751284917
150000,146.48 KB,44.10,3.4013605442149935
200000,195.31 KB,70.90,2.8208744710874263
200000,195.31 KB,52.50,3.8095238095238093
200000,195.31 KB,71.80,2.7855153203347136
200000,195.31 KB,52.00,3.8461538461538463
200000,195.31 KB,86.10,2.3228803716614874
250000,244.14 KB,341.60,0.7318501170959439
250000,244.14 KB,260.10,0.9611687812380715
250000,244.14 KB,89.30,2.799552071668898
250000,244.14 KB,62.30,4.012841091493526
250000,244.14 KB,53.70,4.655493482308115
300000,292.97 KB,78.30,3.8314176245216425
300000,292.97 KB,79.30,3.7831021437584367
300000,292.97 KB,170.80,1.7564402810305646
300000,292.97 KB,281.40,1.066098081023366
300000,292.97 KB,263.60,1.138088012139706
350000,341.8 KB,136.90,2.556610664718338
350000,341.8 KB,75.00,4.666666666666667
350000,341.8 KB,77.50,4.516129032258065
350000,341.8 KB,86.50,4.046242774566474
350000,341.8 KB,78.20,4.4757033248108495
400000,390.63 KB,196.00,2.0408163265306123
400000,390.63 KB,97.50,4.102564102564102
400000,390.63 KB,89.90,4.449388209120094
400000,390.63 KB,181.00,2.2099447513812156
400000,390.63 KB,293.40,1.3633265167006416
450000,439.45 KB,265.20,1.696832579185446
450000,439.45 KB,120.70,3.7282518641255726
450000,439.45 KB,86.80,5.184331797235719
450000,439.45 KB,103.40,4.352030947774649
450000,439.45 KB,293.50,1.5332197614991483
500000,488.28 KB,355.00,1.408450704225352
500000,488.28 KB,260.20,1.9215987701767012
500000,488.28 KB,109.30,4.57456541628594
500000,488.28 KB,98.40,5.081300813006928
500000,488.28 KB,96.70,5.170630816959046
550000,537.11 KB,114.00,4.824561403508772
550000,537.11 KB,156.00,3.5256410256410255
550000,537.11 KB,689.30,0.7979109241259383
550000,537.11 KB,162.90,3.3763044812763745
550000,537.11 KB,128.40,4.283489096572432
600000,585.94 KB,129.10,4.6475600309824765
600000,585.94 KB,133.70,4.487658937920327
600000,585.94 KB,120.70,4.971002485503161
600000,585.94 KB,136.20,4.405286343613841
600000,585.94 KB,118.30,5.071851225697879
650000,634.77 KB,125.90,5.1628276409863405
650000,634.77 KB,117.30,5.541346973572588
650000,634.77 KB,157.60,4.124365482232588
650000,634.77 KB,285.60,2.27591036414538
650000,634.77 KB,172.70,3.7637521713952298
700000,683.59 KB,135.50,5.166051660516605
700000,683.59 KB,169.70,4.124926340600778
700000,683.59 KB,135.30,5.173688100515588
700000,683.59 KB,153.50,4.5602605863192185
700000,683.59 KB,133.10,5.2592036063119645
750000,732.42 KB,152.40,4.921259842518933
750000,732.42 KB,151.30,4.957038995373812
750000,732.42 KB,140.20,5.349500713266318
750000,732.42 KB,138.00,5.434782608695652
750000,732.42 KB,159.30,4.708097928435535
800000,781.25 KB,148.50,5.3872053872053876
800000,781.25 KB,170.90,4.681100058514708
800000,781.25 KB,175.00,4.571428571428571
800000,781.25 KB,149.50,5.351170568561873
800000,781.25 KB,198.90,4.022121669181199
850000,830.08 KB,164.00,5.182926829268292
850000,830.08 KB,159.20,5.339195979899107
850000,830.08 KB,163.50,5.198776758409786
850000,830.08 KB,153.80,5.526657997399638
850000,830.08 KB,165.20,5.1452784503628335
900000,878.91 KB,158.90,5.6639395846436
900000,878.91 KB,171.80,5.238649592549831
900000,878.91 KB,168.80,5.331753554502737
900000,878.91 KB,174.80,5.1487414187646445
900000,878.91 KB,193.00,4.66321243523316
950000,927.73 KB,183.80,5.168661588682042
950000,927.73 KB,173.30,5.481823427582595
950000,927.73 KB,176.10,5.394662123792229
950000,927.73 KB,185.50,5.121293800539084
950000,927.73 KB,176.20,5.391600454029156
1000000,976.56 KB,213.30,4.688232536334058
1000000,976.56 KB,1187.80,0.8418925745075011
1000000,976.56 KB,585.50,1.7079419299743808
1000000,976.56 KB,182.30,5.485463521667931
1000000,976.56 KB,182.10,5.491488193299332
1050000,1 MB,216.80,4.843173431733277
1050000,1 MB,203.60,5.1571709233797645
1050000,1 MB,213.50,4.918032786885246
1050000,1 MB,231.50,4.535637149028077
1050000,1 MB,196.30,5.348955680081825
1100000,1.05 MB,195.70,5.620848237098936
1100000,1.05 MB,194.70,5.649717514125645
1100000,1.05 MB,198.00,5.555555555555555
1100000,1.05 MB,210.40,5.228136882130145
1100000,1.05 MB,196.30,5.603667855323817
1150000,1.1 MB,219.10,5.248744865358842
1150000,1.1 MB,204.10,5.634492895640035
1150000,1.1 MB,205.00,5.609756097560975
1150000,1.1 MB,1612.00,0.7133995037220844
1150000,1.1 MB,1778.70,0.6465396075785855
1200000,1.14 MB,594.40,2.0188425302827566
1200000,1.14 MB,213.40,5.623242736644185
1200000,1.14 MB,220.70,5.437245129135719
1200000,1.14 MB,217.10,5.527406725012108
1200000,1.14 MB,216.90,5.532503457814067
1250000,1.19 MB,233.90,5.344164172722854
1250000,1.19 MB,260.50,4.798464491362764
1250000,1.19 MB,273.50,4.570383912248629
1250000,1.19 MB,228.70,5.465675557498629
1250000,1.19 MB,307.90,4.059759662228457
1300000,1.24 MB,229.60,5.662020905923919
1300000,1.24 MB,222.20,5.850585058505544
1300000,1.24 MB,226.10,5.749668288367091
1300000,1.24 MB,228.90,5.679335954564735
1300000,1.24 MB,238.40,5.453020134228987
1350000,1.29 MB,235.40,5.734919286320588
1350000,1.29 MB,248.80,5.426045016076155
1350000,1.29 MB,322.50,4.186046511627907
1350000,1.29 MB,253.30,5.329648637978926
1350000,1.29 MB,242.90,5.5578427336347085
1400000,1.34 MB,278.00,5.0359712230215825
1400000,1.34 MB,267.10,5.241482590790423
1400000,1.34 MB,246.90,5.6703118671534956
1400000,1.34 MB,244.90,5.716619028174222
1400000,1.34 MB,290.40,4.820936639118071
1450000,1.38 MB,261.70,5.540695452808313
1450000,1.38 MB,280.70,5.1656572853578195
1450000,1.38 MB,302.10,4.799735187024534
1450000,1.38 MB,258.50,5.609284332688588
1450000,1.38 MB,282.50,5.132743362831858
1500000,1.43 MB,261.10,5.744925315970124
1500000,1.43 MB,258.30,5.80720092915241
1500000,1.43 MB,269.80,5.559673832467536
1500000,1.43 MB,266.80,5.622188905547472
1500000,1.43 MB,1097.30,1.3669917069169926
1550000,1.48 MB,644.80,2.4038461538461973
1550000,1.48 MB,287.00,5.400696864111498
1550000,1.48 MB,274.10,5.654870485224851
1550000,1.48 MB,272.20,5.6943423952973315
1550000,1.48 MB,279.50,5.545617173524151
1600000,1.53 MB,295.40,5.416384563303568
1600000,1.53 MB,281.80,5.677785663591434
1600000,1.53 MB,299.60,5.340453938584157
1600000,1.53 MB,281.40,5.685856432124618
1600000,1.53 MB,282.80,5.65770862800589
1650000,1.57 MB,320.30,5.151420543239963
1650000,1.57 MB,347.00,4.755043227665706
1650000,1.57 MB,307.70,5.362365940851276
1650000,1.57 MB,327.50,5.038167938931298
1650000,1.57 MB,290.80,5.674002751031864
1700000,1.62 MB,292.70,5.807994533651972
1700000,1.62 MB,289.60,5.870165745856825
1700000,1.62 MB,287.90,5.904828065301168
1700000,1.62 MB,317.30,5.357705641349078
1700000,1.62 MB,297.80,5.708529214236851
1750000,1.67 MB,304.50,5.747126436781609
1750000,1.67 MB,374.70,4.670402989057768
1750000,1.67 MB,323.10,5.4162797895392325
1750000,1.67 MB,1561.00,1.1210762331838564
1750000,1.67 MB,614.50,2.8478437754271764
1800000,1.72 MB,1196.30,1.5046393045222917
1800000,1.72 MB,655.30,2.7468335113688873
1800000,1.72 MB,319.00,5.6426332288401255
1800000,1.72 MB,325.00,5.538461538461538
