timestamp,totalMemory,totalCpuPercentage,processCount
2024-09-12T21:29:31.776Z,16891904,0.00,1
2024-09-12T21:29:32.785Z,16891904,0.00,1
2024-09-12T21:29:33.793Z,16891904,0.00,1
2024-09-12T21:29:34.801Z,21852160,7.00,1
2024-09-12T21:29:35.808Z,23142400,23.76,1
2024-09-12T21:29:36.815Z,27525120,13.86,1
2024-09-12T21:29:37.823Z,34942976,14.85,1
2024-09-12T21:29:38.834Z,36528128,7.92,1
2024-09-12T21:29:39.842Z,38625280,9.00,1
2024-09-12T21:29:40.850Z,42815488,7.92,1
2024-09-12T21:29:41.858Z,71041024,13.86,1
2024-09-12T21:29:42.866Z,80486400,8.91,1
2024-09-12T21:29:43.875Z,84156416,9.90,1
2024-09-12T21:29:44.882Z,85958656,9.00,1
2024-09-12T21:29:45.889Z,85958656,8.91,1
2024-09-12T21:29:46.896Z,91860992,13.86,1
2024-09-12T21:29:47.903Z,92119040,8.91,1
2024-09-12T21:29:48.911Z,96772096,11.00,1
2024-09-12T21:29:49.919Z,96772096,16.83,1
2024-09-12T21:29:50.926Z,102531072,10.89,1
2024-09-12T21:29:51.937Z,102531072,8.91,1
2024-09-12T21:29:52.946Z,108838912,13.86,1
2024-09-12T21:29:53.952Z,112226304,9.00,1
2024-09-12T21:29:54.961Z,112824320,11.88,1
2024-09-12T21:29:55.968Z,59764736,22.77,1
2024-09-12T21:29:56.975Z,30629888,19.80,1
2024-09-12T21:29:57.982Z,35979264,24.00,1
2024-09-12T21:29:58.990Z,37326848,7.92,1
2024-09-12T21:30:00.000Z,57311232,16.83,1
2024-09-12T21:30:01.008Z,61902848,10.89,1
2024-09-12T21:30:02.014Z,61902848,8.91,1
2024-09-12T21:30:03.021Z,61902848,10.00,1
2024-09-12T21:30:04.028Z,63516672,8.91,1
2024-09-12T21:30:05.035Z,67563520,12.87,1
2024-09-12T21:30:06.042Z,73240576,8.91,1
2024-09-12T21:30:07.050Z,82960384,16.00,1
2024-09-12T21:30:08.057Z,115855360,21.78,1
2024-09-12T21:30:09.065Z,118558720,9.90,1
2024-09-12T21:30:10.073Z,121233408,7.92,1
2024-09-12T21:30:11.079Z,135901184,10.00,1
2024-09-12T21:30:12.086Z,140861440,10.89,1
2024-09-12T21:30:13.093Z,141090816,7.92,1
2024-09-12T21:30:14.100Z,141090816,9.00,1
2024-09-12T21:30:15.107Z,148647936,7.92,1
2024-09-12T21:30:16.115Z,149635072,9.90,1
2024-09-12T21:30:17.124Z,149635072,7.92,1
2024-09-12T21:30:18.132Z,159551488,9.00,1
2024-09-12T21:30:19.137Z,159813632,7.92,1
2024-09-12T21:30:20.146Z,159813632,7.92,1
2024-09-12T21:30:21.153Z,159813632,7.92,1
2024-09-12T21:30:22.161Z,172150784,12.00,1
2024-09-12T21:30:23.169Z,172417024,6.93,1
2024-09-12T21:30:24.178Z,172417024,8.91,1
2024-09-12T21:30:25.186Z,172417024,6.93,1
2024-09-12T21:30:26.194Z,183943168,9.90,1
2024-09-12T21:30:27.202Z,193417216,9.00,1
2024-09-12T21:30:28.210Z,193417216,7.92,1
2024-09-12T21:30:29.217Z,193417216,7.92,1
2024-09-12T21:30:30.225Z,193662976,9.90,1
2024-09-12T21:30:31.233Z,207241216,10.89,1
2024-09-12T21:30:32.240Z,209612800,10.00,1
2024-09-12T21:30:33.249Z,211521536,14.85,1
2024-09-12T21:30:34.256Z,211521536,6.93,1
2024-09-12T21:30:35.273Z,213491712,11.76,1
2024-09-12T21:30:36.283Z,237129728,16.83,1
2024-09-12T21:30:37.290Z,246538240,21.00,1
2024-09-12T21:30:38.297Z,286879744,23.76,1
2024-09-12T21:30:39.306Z,286879744,16.83,1
2024-09-12T21:30:40.314Z,270684160,8.91,1
2024-09-12T21:30:41.321Z,160530432,11.00,1
2024-09-12T21:30:42.329Z,84549632,21.78,1
2024-09-12T21:30:43.337Z,86421504,6.93,1
2024-09-12T21:30:44.344Z,89923584,9.90,1
2024-09-12T21:30:45.351Z,89923584,10.00,1
2024-09-12T21:30:46.359Z,91815936,9.90,1
2024-09-12T21:30:47.366Z,92082176,14.85,1
2024-09-12T21:30:48.373Z,97488896,9.90,1
2024-09-12T21:30:49.381Z,98025472,15.00,1
2024-09-12T21:30:50.389Z,99643392,9.90,1
2024-09-12T21:30:51.398Z,102072320,8.91,1
2024-09-12T21:30:52.407Z,160530432,31.68,1
2024-09-12T21:30:53.416Z,179445760,10.89,1
2024-09-12T21:30:54.425Z,194854912,7.92,1
2024-09-12T21:30:55.432Z,197017600,9.00,1
2024-09-12T21:30:56.438Z,197017600,9.90,1
2024-09-12T21:30:57.445Z,197017600,9.90,1
2024-09-12T21:30:58.452Z,197017600,7.00,1
2024-09-12T21:30:59.459Z,205938688,9.90,1
2024-09-12T21:31:00.467Z,205938688,8.91,1
2024-09-12T21:31:01.475Z,205938688,8.91,1
2024-09-12T21:31:02.485Z,205938688,6.93,1
2024-09-12T21:31:03.492Z,217563136,9.90,1
2024-09-12T21:31:04.499Z,231079936,11.00,1
2024-09-12T21:31:05.509Z,231079936,6.93,1
2024-09-12T21:31:06.519Z,231079936,10.89,1
2024-09-12T21:31:07.526Z,231079936,11.88,1
2024-09-12T21:31:08.535Z,231079936,7.92,1
2024-09-12T21:31:09.543Z,236990464,10.00,1
2024-09-12T21:31:10.548Z,248852480,10.89,1
2024-09-12T21:31:11.556Z,248852480,7.92,1
2024-09-12T21:31:12.563Z,248852480,6.93,1
2024-09-12T21:31:13.572Z,248852480,7.00,1
2024-09-12T21:31:14.579Z,248852480,8.91,1
2024-09-12T21:31:15.587Z,248852480,11.88,1
2024-09-12T21:31:16.595Z,262787072,12.87,1
2024-09-12T21:31:17.602Z,263057408,8.00,1
2024-09-12T21:31:18.610Z,263057408,7.92,1
2024-09-12T21:31:19.619Z,263057408,8.91,1
2024-09-12T21:31:20.626Z,263057408,12.87,1
2024-09-12T21:31:21.637Z,263057408,7.92,1
2024-09-12T21:31:22.645Z,273297408,7.92,1
2024-09-12T21:31:23.653Z,288935936,10.00,1
2024-09-12T21:31:24.661Z,292171776,12.87,1
2024-09-12T21:31:25.669Z,292442112,7.92,1
2024-09-12T21:31:26.677Z,292442112,9.90,1
2024-09-12T21:31:27.685Z,292442112,7.92,1
2024-09-12T21:31:28.693Z,292442112,8.91,1
2024-09-12T21:31:29.699Z,292442112,7.00,1
2024-09-12T21:31:30.706Z,292978688,8.91,1
2024-09-12T21:31:31.714Z,311705600,10.89,1
2024-09-12T21:31:32.722Z,315150336,20.00,1
2024-09-12T21:31:33.729Z,315150336,8.91,1
2024-09-12T21:31:34.737Z,317399040,10.89,1
2024-09-12T21:31:35.744Z,344395776,25.74,1
2024-09-12T21:31:36.770Z,359530496,6.86,1
2024-09-12T21:31:37.778Z,383795200,19.80,1
2024-09-12T21:31:38.788Z,383795200,13.86,1
