timestamp,totalMemory,totalCpuPercentage,processCount
2024-09-13T21:51:09.121Z,126083072,15.84,1
2024-09-13T21:51:10.126Z,172572672,23.76,1
2024-09-13T21:51:11.132Z,180682752,9.90,1
2024-09-13T21:51:12.140Z,200957952,12.00,1
2024-09-13T21:51:13.147Z,207446016,11.88,1
2024-09-13T21:51:14.154Z,207716352,8.91,1
2024-09-13T21:51:15.163Z,207716352,9.90,1
2024-09-13T21:51:16.171Z,207716352,12.00,1
2024-09-13T21:51:17.178Z,207716352,9.90,1
2024-09-13T21:51:18.185Z,207716352,8.91,1
2024-09-13T21:51:19.195Z,207716352,8.91,1
2024-09-13T21:51:20.201Z,219340800,12.00,1
2024-09-13T21:51:21.210Z,219611136,12.87,1
2024-09-13T21:51:22.219Z,219611136,11.88,1
2024-09-13T21:51:23.227Z,219611136,9.90,1
2024-09-13T21:51:24.235Z,229068800,13.86,1
2024-09-13T21:51:25.241Z,239341568,12.00,1
2024-09-13T21:51:26.248Z,240152576,14.85,1
2024-09-13T21:51:27.256Z,240152576,7.92,1
2024-09-13T21:51:28.263Z,240152576,16.83,1
2024-09-13T21:51:29.270Z,240152576,9.00,1
2024-09-13T21:51:30.278Z,248258560,10.89,1
2024-09-13T21:51:31.286Z,249880576,10.89,1
2024-09-13T21:51:32.294Z,249880576,7.92,1
2024-09-13T21:51:33.300Z,249880576,9.00,1
2024-09-13T21:51:34.307Z,249880576,10.89,1
2024-09-13T21:51:35.316Z,249880576,10.89,1
2024-09-13T21:51:36.323Z,265183232,9.90,1
2024-09-13T21:51:37.332Z,279191552,15.00,1
2024-09-13T21:51:38.340Z,279461888,11.88,1
2024-09-13T21:51:39.347Z,279461888,7.92,1
2024-09-13T21:51:40.357Z,279461888,9.90,1
2024-09-13T21:51:41.365Z,279461888,8.91,1
2024-09-13T21:51:42.371Z,279461888,9.00,1
2024-09-13T21:51:43.380Z,286478336,8.91,1
2024-09-13T21:51:44.386Z,298614784,11.88,1
2024-09-13T21:51:45.394Z,298885120,9.90,1
2024-09-13T21:51:46.402Z,298885120,14.00,1
2024-09-13T21:51:47.407Z,298885120,7.92,1
2024-09-13T21:51:48.415Z,316973056,20.79,1
2024-09-13T21:51:49.421Z,317231104,8.00,1
2024-09-13T21:51:50.429Z,332283904,23.76,1
2024-09-13T21:51:51.437Z,344084480,17.82,1
2024-09-13T21:51:52.444Z,379207680,25.74,1
2024-09-13T21:51:53.451Z,408854528,19.00,1
2024-09-13T21:51:54.482Z,408854528,15.53,1
2024-09-13T21:51:55.489Z,408854528,15.84,1
2024-09-13T21:51:56.496Z,408854528,9.90,1
2024-09-13T21:51:57.502Z,408854528,8.91,1
2024-09-13T21:51:58.511Z,357765120,23.00,1
2024-09-13T21:51:59.519Z,320376832,13.86,1
2024-09-13T21:52:00.527Z,117850112,12.87,1
2024-09-13T21:52:01.535Z,117850112,9.90,1
2024-09-13T21:52:02.543Z,117850112,9.90,1
2024-09-13T21:52:03.551Z,117850112,10.00,1
2024-09-13T21:52:04.560Z,117850112,8.91,1
2024-09-13T21:52:05.569Z,120254464,9.90,1
2024-09-13T21:52:06.576Z,120524800,7.92,1
2024-09-13T21:52:07.584Z,123768832,8.91,1
2024-09-13T21:52:08.591Z,126201856,9.00,1
2024-09-13T21:52:09.598Z,126742528,8.91,1
2024-09-13T21:52:10.605Z,143773696,9.90,1
2024-09-13T21:52:11.612Z,145395712,10.00,1
2024-09-13T21:52:12.621Z,158633984,11.88,1
2024-09-13T21:52:13.628Z,228929536,32.67,1
2024-09-13T21:52:14.635Z,228929536,6.93,1
2024-09-13T21:52:15.642Z,228929536,8.00,1
2024-09-13T21:52:16.650Z,241905664,8.91,1
2024-09-13T21:52:17.658Z,258936832,8.91,1
2024-09-13T21:52:18.665Z,273530880,7.92,1
2024-09-13T21:52:19.673Z,278126592,10.89,1
2024-09-13T21:52:20.679Z,278126592,8.00,1
2024-09-13T21:52:21.686Z,278126592,7.92,1
2024-09-13T21:52:22.694Z,278126592,7.92,1
2024-09-13T21:52:23.701Z,278126592,9.00,1
2024-09-13T21:52:24.707Z,278126592,9.90,1
2024-09-13T21:52:25.716Z,278126592,7.92,1
2024-09-13T21:52:26.727Z,278126592,7.92,1
2024-09-13T21:52:27.734Z,278126592,7.92,1
2024-09-13T21:52:28.742Z,278126592,9.90,1
2024-09-13T21:52:29.749Z,280285184,10.00,1
2024-09-13T21:52:30.756Z,297046016,12.87,1
2024-09-13T21:52:31.765Z,297316352,9.90,1
2024-09-13T21:52:32.772Z,297316352,10.00,1
2024-09-13T21:52:33.779Z,297316352,7.92,1
2024-09-13T21:52:34.788Z,297316352,6.93,1
2024-09-13T21:52:35.795Z,297316352,8.91,1
2024-09-13T21:52:36.802Z,314617856,10.00,1
2024-09-13T21:52:37.810Z,322457600,11.88,1
2024-09-13T21:52:38.817Z,322457600,6.93,1
2024-09-13T21:52:39.825Z,322457600,9.90,1
2024-09-13T21:52:40.831Z,322457600,8.00,1
2024-09-13T21:52:41.840Z,322457600,6.93,1
2024-09-13T21:52:42.847Z,322457600,7.92,1
2024-09-13T21:52:43.854Z,322727936,7.92,1
2024-09-13T21:52:44.861Z,333537280,9.00,1
2024-09-13T21:52:45.869Z,345161728,12.87,1
2024-09-13T21:52:46.878Z,345702400,8.91,1
2024-09-13T21:52:47.886Z,345972736,14.85,1
2024-09-13T21:52:48.893Z,345972736,8.91,1
2024-09-13T21:52:49.900Z,345972736,14.00,1
2024-09-13T21:52:50.908Z,345972736,7.92,1
2024-09-13T21:52:51.916Z,346238976,9.90,1
2024-09-13T21:52:52.923Z,359673856,9.90,1
2024-09-13T21:52:53.929Z,378904576,10.00,1
2024-09-13T21:52:54.937Z,396697600,10.89,1
2024-09-13T21:52:55.943Z,403984384,9.90,1
2024-09-13T21:52:56.952Z,404779008,11.00,1
2024-09-13T21:52:57.959Z,404779008,8.91,1
2024-09-13T21:52:58.966Z,404779008,8.91,1
2024-09-13T21:52:59.973Z,404779008,8.91,1
2024-09-13T21:53:00.981Z,404779008,9.00,1
2024-09-13T21:53:01.988Z,404779008,6.93,1
2024-09-13T21:53:02.994Z,405032960,9.90,1
2024-09-13T21:53:04.003Z,405299200,16.83,1
2024-09-13T21:53:05.010Z,412786688,9.00,1
2024-09-13T21:53:06.015Z,430141440,8.91,1
2024-09-13T21:53:07.023Z,431976448,13.86,1
2024-09-13T21:53:08.031Z,432476160,15.00,1
2024-09-13T21:53:09.039Z,432476160,4.95,1
2024-09-13T21:53:10.047Z,432476160,1.98,1
2024-09-13T21:53:11.055Z,432476160,1.98,1
2024-09-13T21:53:12.062Z,432476160,1.00,1
2024-09-13T21:53:13.069Z,432476160,1.98,1
